outgoing_site_id,Start_Time_MM_DD_YYYY,Start_Time_HH_MM_SS_s,Weather
21106,20170130,20:00 to 23:59,Haze
21106,20170131,00:00 to 4:00,Light Rain
21106,20170131,4:00 to 8:00,Light Drizzle
21106,20170131,8:00 to 12:00,Drizzle
21106,20170131,12:00 to 16:00,Drizzle
21106,20170101,00:00 to 4:00,Smoke
21106,20170101,4:00 to 8:00,Shallow Fog
21106,20170101,8:00 to 12:00,Shallow Fog
21106,20170101,12:00 to 16:00,Fog
21106,20170101,16:00 to 20:00,Fog
21106,20170101,20:00 to 23:59,Fog
21106,20170102,00:00 to 4:00,Partly Cloudy
21106,20170102,4:00 to 8:00,Shallow Fog
21106,20170102,8:00 to 12:00,Fog
21106,20170102,12:00 to 16:00,Fog
21106,20170102,16:00 to 20:00,Fog
21106,20170102,20:00 to 23:59,Fog
21106,20170103,00:00 to 4:00,Shallow Fog
21106,20170103,4:00 to 8:00,Shallow Fog
21106,20170103,8:00 to 12:00,Smoke
21106,20170103,12:00 to 16:00,Mostly Cloudy
21106,20170103,16:00 to 20:00,Mostly Cloudy
21106,20170103,20:00 to 23:59,Shallow Fog
21106,20170104,00:00 to 4:00,Smoke
21106,20170104,4:00 to 8:00,Shallow Fog
21106,20170104,8:00 to 12:00,Fog
21106,20170104,12:00 to 16:00,Shallow Fog
21106,20170105,4:00 to 8:00,Volcanic Ash
21106,20170106,16:00 to 20:00,Fog
21106,20170106,20:00 to 23:59,Fog
21106,20170107,00:00 to 4:00,Shallow Fog
21106,20170107,4:00 to 8:00,Shallow Fog
21106,20170107,8:00 to 12:00,Shallow Fog
21106,20170107,12:00 to 16:00,Shallow Fog
21106,20170107,16:00 to 20:00,Shallow Fog
21106,20170107,20:00 to 23:59,Shallow Fog
21106,20170108,00:00 to 4:00,Smoke
21106,20170108,4:00 to 8:00,Shallow Fog
21106,20170108,8:00 to 12:00,Shallow Fog
21106,20170108,12:00 to 16:00,Fog
21106,20170108,16:00 to 20:00,Fog
21106,20170108,20:00 to 23:59,Fog
21106,20170109,00:00 to 4:00,Smoke
21106,20170109,4:00 to 8:00,Shallow Fog
21106,20170109,8:00 to 12:00,Shallow Fog
21106,20170109,12:00 to 16:00,Fog
21106,20170109,16:00 to 20:00,Fog
21106,20170109,20:00 to 23:59,Fog
21106,20170110,00:00 to 4:00,Scattered Clouds
21106,20170110,8:00 to 12:00,Shallow Fog
21106,20170110,12:00 to 16:00,Fog
21106,20170110,16:00 to 20:00,Fog
21106,20170110,20:00 to 23:59,Fog
21106,20170111,00:00 to 4:00,Smoke
21106,20170111,4:00 to 8:00,Smoke
21106,20170111,8:00 to 12:00,Fog
21106,20170111,12:00 to 16:00,Fog
21106,20170111,16:00 to 20:00,Fog
21106,20170111,20:00 to 23:59,Fog
21106,20170112,00:00 to 4:00,Smoke
21106,20170112,4:00 to 8:00,Smoke
21106,20170112,8:00 to 12:00,Smoke
21106,20170112,12:00 to 16:00,Shallow Fog
21106,20170112,16:00 to 20:00,Fog
21106,20170112,20:00 to 23:59,Fog
21106,20170113,00:00 to 4:00,Smoke
21106,20170113,4:00 to 8:00,Smoke
21106,20170113,8:00 to 12:00,Clear
21106,20170113,12:00 to 16:00,Shallow Fog
21106,20170113,16:00 to 20:00,Shallow Fog
21106,20170113,20:00 to 23:59,Clear
21106,20170114,00:00 to 4:00,Smoke
21106,20170114,4:00 to 8:00,Clear
21106,20170114,8:00 to 12:00,Shallow Fog
21106,20170114,12:00 to 16:00,Shallow Fog
21106,20170114,16:00 to 20:00,Shallow Fog
21106,20170114,20:00 to 23:59,Fog
21106,20170115,00:00 to 4:00,Smoke
21106,20170115,4:00 to 8:00,Smoke
21106,20170115,8:00 to 12:00,Shallow Fog
21106,20170115,12:00 to 16:00,Fog
21106,20170115,16:00 to 20:00,Fog
21106,20170115,20:00 to 23:59,Fog
21106,20170116,00:00 to 4:00,Smoke
21106,20170116,4:00 to 8:00,Shallow Fog
21106,20170116,8:00 to 12:00,Clear
21106,20170116,12:00 to 16:00,Fog
21106,20170116,16:00 to 20:00,Fog
21106,20170116,20:00 to 23:59,Fog
21106,20170117,4:00 to 8:00,Shallow Fog
21106,20170117,8:00 to 12:00,Fog
21106,20170117,12:00 to 16:00,Fog
21106,20170117,16:00 to 20:00,Fog
21106,20170117,20:00 to 23:59,Fog
21106,20170118,00:00 to 4:00,Shallow Fog
21106,20170118,4:00 to 8:00,Shallow Fog
21106,20170118,8:00 to 12:00,Shallow Fog
21106,20170118,12:00 to 16:00,Fog
21106,20170118,16:00 to 20:00,Fog
21106,20170118,20:00 to 23:59,Fog
21106,20170119,00:00 to 4:00,Clear
21106,20170119,4:00 to 8:00,Shallow Fog
21106,20170119,8:00 to 12:00,Shallow Fog
21106,20170119,12:00 to 16:00,Fog
21106,20170119,16:00 to 20:00,Fog
21106,20170119,20:00 to 23:59,Fog
21106,20170120,00:00 to 4:00,Smoke
21106,20170120,4:00 to 8:00,Shallow Fog
21106,20170120,8:00 to 12:00,Shallow Fog
21106,20170120,12:00 to 16:00,Shallow Fog
21106,20170120,16:00 to 20:00,Fog
21106,20170120,20:00 to 23:59,Fog
21106,20170121,00:00 to 4:00,Smoke
21106,20170121,4:00 to 8:00,Smoke
21106,20170121,8:00 to 12:00,Smoke
21106,20170121,12:00 to 16:00,Clear
21106,20170121,16:00 to 20:00,Shallow Fog
21106,20170121,20:00 to 23:59,Fog
21106,20170122,00:00 to 4:00,Haze
21106,20170122,4:00 to 8:00,Smoke
21106,20170122,8:00 to 12:00,Smoke
21106,20170122,12:00 to 16:00,Smoke
21106,20170122,16:00 to 20:00,Shallow Fog
21106,20170122,20:00 to 23:59,Fog
21106,20170123,00:00 to 4:00,Haze
21106,20170123,4:00 to 8:00,Smoke
21106,20170123,8:00 to 12:00,Smoke
21106,20170123,12:00 to 16:00,Shallow Fog
21106,20170123,16:00 to 20:00,Fog
21106,20170123,20:00 to 23:59,Fog
21106,20170124,00:00 to 4:00,Haze
21106,20170124,4:00 to 8:00,Smoke
21106,20170124,8:00 to 12:00,Smoke
21106,20170124,12:00 to 16:00,Smoke
21106,20170124,16:00 to 20:00,Clear
21106,20170124,20:00 to 23:59,Shallow Fog
21106,20170125,00:00 to 4:00,Haze
21106,20170125,4:00 to 8:00,Smoke
21106,20170125,8:00 to 12:00,Smoke
21106,20170125,12:00 to 16:00,Smoke
21106,20170125,16:00 to 20:00,Smoke
21106,20170125,20:00 to 23:59,Shallow Fog
21106,20170126,00:00 to 4:00,Haze
21106,20170126,4:00 to 8:00,Haze
21106,20170126,8:00 to 12:00,Smoke
21106,20170126,12:00 to 16:00,Smoke
21106,20170126,16:00 to 20:00,Smoke
21106,20170126,20:00 to 23:59,Shallow Fog
21106,20170127,00:00 to 4:00,Haze
21106,20170127,4:00 to 8:00,Rain
21106,20170127,8:00 to 12:00,Haze
21106,20170127,12:00 to 16:00,Smoke
21106,20170127,16:00 to 20:00,Smoke
21106,20170127,20:00 to 23:59,Smoke
21106,20170128,00:00 to 4:00,Haze
21106,20170128,4:00 to 8:00,Haze
21106,20170128,8:00 to 12:00,Haze
21106,20170128,12:00 to 16:00,Haze
21106,20170128,16:00 to 20:00,Partly Cloudy
21106,20170128,20:00 to 23:59,Partly Cloudy
21106,20170129,00:00 to 4:00,Smoke
21106,20170129,4:00 to 8:00,Smoke
21106,20170129,8:00 to 12:00,Smoke
21106,20170129,12:00 to 16:00,Shallow Fog
21106,20170129,16:00 to 20:00,Shallow Fog
21106,20170129,20:00 to 23:59,Fog
21106,20170130,00:00 to 4:00,Haze
21106,20170130,4:00 to 8:00,Smoke
21106,20170130,8:00 to 12:00,Haze
21106,20170130,12:00 to 16:00,Haze
21106,20170130,16:00 to 20:00,Light Thunderstorms and Rain
21106,20170130,20:00 to 23:59,Haze
21106,20170131,00:00 to 4:00,Light Rain
21106,20170131,4:00 to 8:00,Light Drizzle
21106,20170131,8:00 to 12:00,Drizzle
21106,20170131,12:00 to 16:00,Drizzle
30178,20170101,00:00 to 4:00,Smoke
30178,20170101,4:00 to 8:00,Shallow Fog
30178,20170101,8:00 to 12:00,Shallow Fog
30178,20170101,12:00 to 16:00,Fog
30178,20170101,16:00 to 20:00,Fog
30178,20170101,20:00 to 23:59,Fog
30178,20170102,00:00 to 4:00,Partly Cloudy
30178,20170102,4:00 to 8:00,Shallow Fog
30178,20170102,8:00 to 12:00,Fog
30178,20170102,12:00 to 16:00,Fog
30178,20170102,16:00 to 20:00,Fog
30178,20170102,20:00 to 23:59,Fog
30178,20170103,00:00 to 4:00,Shallow Fog
30178,20170103,4:00 to 8:00,Shallow Fog
30178,20170103,8:00 to 12:00,Smoke
30178,20170103,12:00 to 16:00,Mostly Cloudy
30178,20170103,16:00 to 20:00,Mostly Cloudy
30178,20170103,20:00 to 23:59,Shallow Fog
30178,20170104,00:00 to 4:00,Smoke
30178,20170104,4:00 to 8:00,Shallow Fog
30178,20170104,8:00 to 12:00,Fog
30178,20170104,12:00 to 16:00,Shallow Fog
30178,20170105,4:00 to 8:00,Volcanic Ash
30178,20170106,16:00 to 20:00,Fog
30178,20170106,20:00 to 23:59,Fog
30178,20170107,00:00 to 4:00,Shallow Fog
30178,20170107,4:00 to 8:00,Shallow Fog
30178,20170107,8:00 to 12:00,Shallow Fog
30178,20170107,12:00 to 16:00,Shallow Fog
30178,20170107,16:00 to 20:00,Shallow Fog
30178,20170107,20:00 to 23:59,Shallow Fog
30178,20170108,00:00 to 4:00,Smoke
30178,20170108,4:00 to 8:00,Shallow Fog
30178,20170108,8:00 to 12:00,Shallow Fog
30178,20170108,12:00 to 16:00,Fog
30178,20170108,16:00 to 20:00,Fog
30178,20170108,20:00 to 23:59,Fog
30178,20170109,00:00 to 4:00,Smoke
30178,20170109,4:00 to 8:00,Shallow Fog
30178,20170109,8:00 to 12:00,Shallow Fog
30178,20170109,12:00 to 16:00,Fog
30178,20170109,16:00 to 20:00,Fog
30178,20170109,20:00 to 23:59,Fog
30178,20170110,00:00 to 4:00,Scattered Clouds
30178,20170110,8:00 to 12:00,Shallow Fog
30178,20170110,12:00 to 16:00,Fog
30178,20170110,16:00 to 20:00,Fog
30178,20170110,20:00 to 23:59,Fog
30178,20170111,00:00 to 4:00,Smoke
30178,20170111,4:00 to 8:00,Smoke
30178,20170111,8:00 to 12:00,Fog
30178,20170111,12:00 to 16:00,Fog
30178,20170111,16:00 to 20:00,Fog
30178,20170111,20:00 to 23:59,Fog
30178,20170112,00:00 to 4:00,Smoke
30178,20170112,4:00 to 8:00,Smoke
30178,20170112,8:00 to 12:00,Smoke
30178,20170112,12:00 to 16:00,Shallow Fog
30178,20170112,16:00 to 20:00,Fog
30178,20170112,20:00 to 23:59,Fog
30178,20170113,00:00 to 4:00,Smoke
30178,20170113,4:00 to 8:00,Smoke
30178,20170113,8:00 to 12:00,Clear
30178,20170113,12:00 to 16:00,Shallow Fog
30178,20170113,16:00 to 20:00,Shallow Fog
30178,20170113,20:00 to 23:59,Clear
30178,20170114,00:00 to 4:00,Smoke
30178,20170114,4:00 to 8:00,Clear
30178,20170114,8:00 to 12:00,Shallow Fog
30178,20170114,12:00 to 16:00,Shallow Fog
30178,20170114,16:00 to 20:00,Shallow Fog
30178,20170114,20:00 to 23:59,Fog
30178,20170115,00:00 to 4:00,Smoke
30178,20170115,4:00 to 8:00,Smoke
30178,20170115,8:00 to 12:00,Shallow Fog
30178,20170115,12:00 to 16:00,Fog
30178,20170115,16:00 to 20:00,Fog
30178,20170115,20:00 to 23:59,Fog
30178,20170116,00:00 to 4:00,Smoke
30178,20170116,4:00 to 8:00,Shallow Fog
30178,20170116,8:00 to 12:00,Clear
30178,20170116,12:00 to 16:00,Fog
30178,20170116,16:00 to 20:00,Fog
30178,20170116,20:00 to 23:59,Fog
30178,20170117,4:00 to 8:00,Shallow Fog
30178,20170117,8:00 to 12:00,Fog
30178,20170117,12:00 to 16:00,Fog
30178,20170117,16:00 to 20:00,Fog
30178,20170117,20:00 to 23:59,Fog
30178,20170118,00:00 to 4:00,Shallow Fog
30178,20170118,4:00 to 8:00,Shallow Fog
30178,20170118,8:00 to 12:00,Shallow Fog
30178,20170118,12:00 to 16:00,Fog
30178,20170118,16:00 to 20:00,Fog
30178,20170118,20:00 to 23:59,Fog
30178,20170119,00:00 to 4:00,Clear
30178,20170119,4:00 to 8:00,Shallow Fog
30178,20170119,8:00 to 12:00,Shallow Fog
30178,20170119,12:00 to 16:00,Fog
30178,20170119,16:00 to 20:00,Fog
30178,20170119,20:00 to 23:59,Fog
30178,20170120,00:00 to 4:00,Smoke
30178,20170120,4:00 to 8:00,Shallow Fog
30178,20170120,8:00 to 12:00,Shallow Fog
30178,20170120,12:00 to 16:00,Shallow Fog
30178,20170120,16:00 to 20:00,Fog
30178,20170120,20:00 to 23:59,Fog
30178,20170121,00:00 to 4:00,Smoke
30178,20170121,4:00 to 8:00,Smoke
30178,20170121,8:00 to 12:00,Smoke
30178,20170121,12:00 to 16:00,Clear
30178,20170121,16:00 to 20:00,Shallow Fog
30178,20170121,20:00 to 23:59,Fog
30178,20170122,00:00 to 4:00,Haze
30178,20170122,4:00 to 8:00,Smoke
30178,20170122,8:00 to 12:00,Smoke
30178,20170122,12:00 to 16:00,Smoke
30178,20170122,16:00 to 20:00,Shallow Fog
30178,20170122,20:00 to 23:59,Fog
30178,20170123,00:00 to 4:00,Haze
30178,20170123,4:00 to 8:00,Smoke
30178,20170123,8:00 to 12:00,Smoke
30178,20170123,12:00 to 16:00,Shallow Fog
30178,20170123,16:00 to 20:00,Fog
30178,20170123,20:00 to 23:59,Fog
30178,20170124,00:00 to 4:00,Haze
30178,20170124,4:00 to 8:00,Smoke
30178,20170124,8:00 to 12:00,Smoke
30178,20170124,12:00 to 16:00,Smoke
30178,20170124,16:00 to 20:00,Clear
30178,20170124,20:00 to 23:59,Shallow Fog
30178,20170125,00:00 to 4:00,Haze
30178,20170125,4:00 to 8:00,Smoke
30178,20170125,8:00 to 12:00,Smoke
30178,20170125,12:00 to 16:00,Smoke
30178,20170125,16:00 to 20:00,Smoke
30178,20170125,20:00 to 23:59,Shallow Fog
30178,20170126,00:00 to 4:00,Haze
30178,20170126,4:00 to 8:00,Haze
30178,20170126,8:00 to 12:00,Smoke
30178,20170126,12:00 to 16:00,Smoke
30178,20170126,16:00 to 20:00,Smoke
30178,20170126,20:00 to 23:59,Shallow Fog
30178,20170127,00:00 to 4:00,Haze
30178,20170127,4:00 to 8:00,Rain
30178,20170127,8:00 to 12:00,Haze
30178,20170127,12:00 to 16:00,Smoke
30178,20170127,16:00 to 20:00,Smoke
30178,20170127,20:00 to 23:59,Smoke
30178,20170128,00:00 to 4:00,Haze
30178,20170128,4:00 to 8:00,Haze
30178,20170128,8:00 to 12:00,Haze
30178,20170128,12:00 to 16:00,Haze
30178,20170128,16:00 to 20:00,Partly Cloudy
30178,20170128,20:00 to 23:59,Partly Cloudy
30178,20170129,00:00 to 4:00,Smoke
30178,20170129,4:00 to 8:00,Smoke
30178,20170129,8:00 to 12:00,Smoke
30178,20170129,12:00 to 16:00,Shallow Fog
30178,20170129,16:00 to 20:00,Shallow Fog
30178,20170129,20:00 to 23:59,Fog
30178,20170130,00:00 to 4:00,Haze
30178,20170130,4:00 to 8:00,Smoke
30178,20170130,8:00 to 12:00,Haze
30178,20170130,12:00 to 16:00,Haze
30178,20170130,16:00 to 20:00,Light Thunderstorms and Rain
30178,20170130,20:00 to 23:59,Haze
30178,20170131,00:00 to 4:00,Light Rain
30178,20170131,4:00 to 8:00,Light Drizzle
30178,20170131,8:00 to 12:00,Drizzle
30178,20170131,12:00 to 16:00,Drizzle
30178,20170101,00:00 to 4:00,Smoke
30178,20170101,4:00 to 8:00,Shallow Fog
30178,20170101,8:00 to 12:00,Shallow Fog
30178,20170101,12:00 to 16:00,Fog
30178,20170101,16:00 to 20:00,Fog
30178,20170101,20:00 to 23:59,Fog
30178,20170102,00:00 to 4:00,Partly Cloudy
30178,20170102,4:00 to 8:00,Shallow Fog
30178,20170102,8:00 to 12:00,Fog
30178,20170102,12:00 to 16:00,Fog
30178,20170102,16:00 to 20:00,Fog
30178,20170102,20:00 to 23:59,Fog
30178,20170103,00:00 to 4:00,Shallow Fog
30178,20170103,4:00 to 8:00,Shallow Fog
30178,20170103,8:00 to 12:00,Smoke
30178,20170103,12:00 to 16:00,Mostly Cloudy
30178,20170103,16:00 to 20:00,Mostly Cloudy
30178,20170103,20:00 to 23:59,Shallow Fog
30178,20170104,00:00 to 4:00,Smoke
30178,20170104,4:00 to 8:00,Shallow Fog
30178,20170104,8:00 to 12:00,Fog
30178,20170104,12:00 to 16:00,Shallow Fog
30178,20170105,4:00 to 8:00,Volcanic Ash
30178,20170106,16:00 to 20:00,Fog
30178,20170106,20:00 to 23:59,Fog
30178,20170107,00:00 to 4:00,Shallow Fog
30178,20170107,4:00 to 8:00,Shallow Fog
30178,20170107,8:00 to 12:00,Shallow Fog
30178,20170107,12:00 to 16:00,Shallow Fog
30178,20170107,16:00 to 20:00,Shallow Fog
30178,20170107,20:00 to 23:59,Shallow Fog
30178,20170108,00:00 to 4:00,Smoke
30178,20170108,4:00 to 8:00,Shallow Fog
30178,20170108,8:00 to 12:00,Shallow Fog
30178,20170108,12:00 to 16:00,Fog
30178,20170108,16:00 to 20:00,Fog
30178,20170108,20:00 to 23:59,Fog
30178,20170109,00:00 to 4:00,Smoke
30178,20170109,4:00 to 8:00,Shallow Fog
30178,20170109,8:00 to 12:00,Shallow Fog
30178,20170109,12:00 to 16:00,Fog
30178,20170109,16:00 to 20:00,Fog
30178,20170109,20:00 to 23:59,Fog
30178,20170110,00:00 to 4:00,Scattered Clouds
30178,20170110,8:00 to 12:00,Shallow Fog
30178,20170110,12:00 to 16:00,Fog
30178,20170110,16:00 to 20:00,Fog
30178,20170110,20:00 to 23:59,Fog
30178,20170111,00:00 to 4:00,Smoke
30178,20170111,4:00 to 8:00,Smoke
30178,20170111,8:00 to 12:00,Fog
30178,20170111,12:00 to 16:00,Fog
30178,20170111,16:00 to 20:00,Fog
30178,20170111,20:00 to 23:59,Fog
30178,20170112,00:00 to 4:00,Smoke
30178,20170112,4:00 to 8:00,Smoke
30178,20170112,8:00 to 12:00,Smoke
30178,20170112,12:00 to 16:00,Shallow Fog
30178,20170112,16:00 to 20:00,Fog
30178,20170112,20:00 to 23:59,Fog
30178,20170113,00:00 to 4:00,Smoke
30178,20170113,4:00 to 8:00,Smoke
30178,20170113,8:00 to 12:00,Clear
30178,20170113,12:00 to 16:00,Shallow Fog
30178,20170113,16:00 to 20:00,Shallow Fog
30178,20170113,20:00 to 23:59,Clear
30178,20170114,00:00 to 4:00,Smoke
30178,20170114,4:00 to 8:00,Clear
30178,20170114,8:00 to 12:00,Shallow Fog
30178,20170114,12:00 to 16:00,Shallow Fog
30178,20170114,16:00 to 20:00,Shallow Fog
30178,20170114,20:00 to 23:59,Fog
30178,20170115,00:00 to 4:00,Smoke
30178,20170115,4:00 to 8:00,Smoke
30178,20170115,8:00 to 12:00,Shallow Fog
30178,20170115,12:00 to 16:00,Fog
30178,20170115,16:00 to 20:00,Fog
30178,20170115,20:00 to 23:59,Fog
30178,20170116,00:00 to 4:00,Smoke
30178,20170116,4:00 to 8:00,Shallow Fog
30178,20170116,8:00 to 12:00,Clear
30178,20170116,12:00 to 16:00,Fog
30178,20170116,16:00 to 20:00,Fog
30178,20170116,20:00 to 23:59,Fog
30178,20170117,4:00 to 8:00,Shallow Fog
30178,20170117,8:00 to 12:00,Fog
30178,20170117,12:00 to 16:00,Fog
30178,20170117,16:00 to 20:00,Fog
30178,20170117,20:00 to 23:59,Fog
30178,20170118,00:00 to 4:00,Shallow Fog
30178,20170118,4:00 to 8:00,Shallow Fog
30178,20170118,8:00 to 12:00,Shallow Fog
30178,20170118,12:00 to 16:00,Fog
30178,20170118,16:00 to 20:00,Fog
30178,20170118,20:00 to 23:59,Fog
30178,20170119,00:00 to 4:00,Clear
30178,20170119,4:00 to 8:00,Shallow Fog
30178,20170119,8:00 to 12:00,Shallow Fog
30178,20170119,12:00 to 16:00,Fog
30178,20170119,16:00 to 20:00,Fog
30178,20170119,20:00 to 23:59,Fog
30178,20170120,00:00 to 4:00,Smoke
30178,20170120,4:00 to 8:00,Shallow Fog
30178,20170120,8:00 to 12:00,Shallow Fog
30178,20170120,12:00 to 16:00,Shallow Fog
30178,20170120,16:00 to 20:00,Fog
30178,20170120,20:00 to 23:59,Fog
30178,20170121,00:00 to 4:00,Smoke
30178,20170121,4:00 to 8:00,Smoke
30178,20170121,8:00 to 12:00,Smoke
30178,20170121,12:00 to 16:00,Clear
30178,20170121,16:00 to 20:00,Shallow Fog
30178,20170121,20:00 to 23:59,Fog
30178,20170122,00:00 to 4:00,Haze
30178,20170122,4:00 to 8:00,Smoke
30178,20170122,8:00 to 12:00,Smoke
30178,20170122,12:00 to 16:00,Smoke
30178,20170122,16:00 to 20:00,Shallow Fog
30178,20170122,20:00 to 23:59,Fog
30178,20170123,00:00 to 4:00,Haze
30178,20170123,4:00 to 8:00,Smoke
30178,20170123,8:00 to 12:00,Smoke
30178,20170123,12:00 to 16:00,Shallow Fog
30178,20170123,16:00 to 20:00,Fog
30178,20170123,20:00 to 23:59,Fog
30178,20170124,00:00 to 4:00,Haze
30178,20170124,4:00 to 8:00,Smoke
30178,20170124,8:00 to 12:00,Smoke
30178,20170124,12:00 to 16:00,Smoke
30178,20170124,16:00 to 20:00,Clear
30178,20170124,20:00 to 23:59,Shallow Fog
30178,20170125,00:00 to 4:00,Haze
30178,20170125,4:00 to 8:00,Smoke
30178,20170125,8:00 to 12:00,Smoke
30178,20170125,12:00 to 16:00,Smoke
30178,20170125,16:00 to 20:00,Smoke
30178,20170125,20:00 to 23:59,Shallow Fog
30178,20170126,00:00 to 4:00,Haze
30178,20170126,4:00 to 8:00,Haze
30178,20170126,8:00 to 12:00,Smoke
30178,20170126,12:00 to 16:00,Smoke
30178,20170126,16:00 to 20:00,Smoke
30178,20170126,20:00 to 23:59,Shallow Fog
30178,20170127,00:00 to 4:00,Haze
30178,20170127,4:00 to 8:00,Rain
30178,20170127,8:00 to 12:00,Haze
30178,20170127,12:00 to 16:00,Smoke
30178,20170127,16:00 to 20:00,Smoke
30178,20170127,20:00 to 23:59,Smoke
30178,20170128,00:00 to 4:00,Haze
30178,20170128,4:00 to 8:00,Haze
30178,20170128,8:00 to 12:00,Haze
30178,20170128,12:00 to 16:00,Haze
30178,20170128,16:00 to 20:00,Partly Cloudy
30178,20170128,20:00 to 23:59,Partly Cloudy
30178,20170129,00:00 to 4:00,Smoke
30178,20170129,4:00 to 8:00,Smoke
30178,20170129,8:00 to 12:00,Smoke
30178,20170129,12:00 to 16:00,Shallow Fog
30178,20170129,16:00 to 20:00,Shallow Fog
30178,20170129,20:00 to 23:59,Fog
30178,20170130,00:00 to 4:00,Haze
30178,20170130,4:00 to 8:00,Smoke
30178,20170130,8:00 to 12:00,Haze
30178,20170130,12:00 to 16:00,Haze
30178,20170130,16:00 to 20:00,Light Thunderstorms and Rain
30178,20170130,20:00 to 23:59,Haze
30178,20170131,00:00 to 4:00,Light Rain
30178,20170131,4:00 to 8:00,Light Drizzle
30178,20170131,8:00 to 12:00,Drizzle
30178,20170131,12:00 to 16:00,Drizzle
30178,20170101,00:00 to 4:00,Smoke
30178,20170101,4:00 to 8:00,Shallow Fog
30178,20170101,8:00 to 12:00,Shallow Fog
30178,20170101,12:00 to 16:00,Fog
30178,20170101,16:00 to 20:00,Fog
30178,20170101,20:00 to 23:59,Fog
30178,20170102,00:00 to 4:00,Partly Cloudy
30178,20170102,4:00 to 8:00,Shallow Fog
30178,20170102,8:00 to 12:00,Fog
30178,20170102,12:00 to 16:00,Fog
30178,20170102,16:00 to 20:00,Fog
30178,20170102,20:00 to 23:59,Fog
30178,20170103,00:00 to 4:00,Shallow Fog
30178,20170103,4:00 to 8:00,Shallow Fog
30178,20170103,8:00 to 12:00,Smoke
30178,20170103,12:00 to 16:00,Mostly Cloudy
30178,20170103,16:00 to 20:00,Mostly Cloudy
30178,20170103,20:00 to 23:59,Shallow Fog
30178,20170104,00:00 to 4:00,Smoke
30178,20170104,4:00 to 8:00,Shallow Fog
30178,20170104,8:00 to 12:00,Fog
30178,20170104,12:00 to 16:00,Shallow Fog
30178,20170105,4:00 to 8:00,Volcanic Ash
30178,20170106,16:00 to 20:00,Fog
30178,20170106,20:00 to 23:59,Fog
30178,20170107,00:00 to 4:00,Shallow Fog
30178,20170107,4:00 to 8:00,Shallow Fog
30178,20170107,8:00 to 12:00,Shallow Fog
30178,20170107,12:00 to 16:00,Shallow Fog
30178,20170107,16:00 to 20:00,Shallow Fog
30178,20170107,20:00 to 23:59,Shallow Fog
30178,20170108,00:00 to 4:00,Smoke
30178,20170108,4:00 to 8:00,Shallow Fog
30178,20170108,8:00 to 12:00,Shallow Fog
30178,20170108,12:00 to 16:00,Fog
30178,20170108,16:00 to 20:00,Fog
30178,20170108,20:00 to 23:59,Fog
30178,20170109,00:00 to 4:00,Smoke
30178,20170109,4:00 to 8:00,Shallow Fog
30178,20170109,8:00 to 12:00,Shallow Fog
30178,20170109,12:00 to 16:00,Fog
30178,20170109,16:00 to 20:00,Fog
30178,20170109,20:00 to 23:59,Fog
30178,20170110,00:00 to 4:00,Scattered Clouds
30178,20170110,8:00 to 12:00,Shallow Fog
30178,20170110,12:00 to 16:00,Fog
30178,20170110,16:00 to 20:00,Fog
30178,20170110,20:00 to 23:59,Fog
30178,20170111,00:00 to 4:00,Smoke
30178,20170111,4:00 to 8:00,Smoke
30178,20170111,8:00 to 12:00,Fog
30178,20170111,12:00 to 16:00,Fog
30178,20170111,16:00 to 20:00,Fog
30178,20170111,20:00 to 23:59,Fog
30178,20170112,00:00 to 4:00,Smoke
30178,20170112,4:00 to 8:00,Smoke
30178,20170112,8:00 to 12:00,Smoke
30178,20170112,12:00 to 16:00,Shallow Fog
30178,20170112,16:00 to 20:00,Fog
30178,20170112,20:00 to 23:59,Fog
30178,20170113,00:00 to 4:00,Smoke
30178,20170113,4:00 to 8:00,Smoke
30178,20170113,8:00 to 12:00,Clear
30178,20170113,12:00 to 16:00,Shallow Fog
30178,20170113,16:00 to 20:00,Shallow Fog
30178,20170113,20:00 to 23:59,Clear
30178,20170114,00:00 to 4:00,Smoke
30178,20170114,4:00 to 8:00,Clear
30178,20170114,8:00 to 12:00,Shallow Fog
30178,20170114,12:00 to 16:00,Shallow Fog
30178,20170114,16:00 to 20:00,Shallow Fog
30178,20170114,20:00 to 23:59,Fog
30178,20170115,00:00 to 4:00,Smoke
30178,20170115,4:00 to 8:00,Smoke
30178,20170115,8:00 to 12:00,Shallow Fog
30178,20170115,12:00 to 16:00,Fog
30178,20170115,16:00 to 20:00,Fog
30178,20170115,20:00 to 23:59,Fog
30178,20170116,00:00 to 4:00,Smoke
30178,20170116,4:00 to 8:00,Shallow Fog
30178,20170116,8:00 to 12:00,Clear
30178,20170116,12:00 to 16:00,Fog
30178,20170116,16:00 to 20:00,Fog
30178,20170116,20:00 to 23:59,Fog
30178,20170117,4:00 to 8:00,Shallow Fog
30178,20170117,8:00 to 12:00,Fog
30178,20170117,12:00 to 16:00,Fog
30178,20170117,16:00 to 20:00,Fog
30178,20170117,20:00 to 23:59,Fog
30178,20170118,00:00 to 4:00,Shallow Fog
30178,20170118,4:00 to 8:00,Shallow Fog
30178,20170118,8:00 to 12:00,Shallow Fog
30178,20170118,12:00 to 16:00,Fog
30178,20170118,16:00 to 20:00,Fog
30178,20170118,20:00 to 23:59,Fog
30178,20170119,00:00 to 4:00,Clear
30178,20170119,4:00 to 8:00,Shallow Fog
30178,20170119,8:00 to 12:00,Shallow Fog
